User_ID,Segment,Trend_Affinity,Geography
U_B01_02681,Budget Parent,Sustainable Packaging,Tier 2
U_B01_02682,Gen-Z Trendseeker,Sustainable Packaging,Tier 3
U_B01_02683,Gen-Z Trendseeker,Vegan,Tier 2
U_B01_02684,Fitness Enthusiast,High-Protein,Tier 3
U_B01_02685,Premium Gourmet,Value-Pack,Tier 3
U_B01_02686,Premium Gourmet,High-Protein,Tier 1
U_B01_02687,Budget Parent,High-Protein,Tier 2
U_B01_02688,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B01_02689,Premium Gourmet,Luxury,Tier 3
U_B01_02690,Gen-Z Trendseeker,Luxury,Tier 2
U_B01_02691,Gen-Z Trendseeker,High-Protein,Tier 1
U_B01_02692,Premium Gourmet,Luxury,Tier 3
U_B01_02693,Budget Parent,Vegan,Tier 3
U_B01_02694,Premium Gourmet,Luxury,Tier 2
U_B01_02695,Premium Gourmet,Sustainable Packaging,Tier 1
U_B01_02696,Fitness Enthusiast,Vegan,Tier 2
U_B01_02697,Premium Gourmet,Value-Pack,Tier 2
U_B01_02698,Fitness Enthusiast,High-Protein,Tier 1
U_B01_02699,Fitness Enthusiast,Luxury,Tier 3
U_B01_02700,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B01_02701,Budget Parent,Vegan,Tier 3
U_B01_02702,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B01_02703,Gen-Z Trendseeker,Sustainable Packaging,Tier 2
U_B01_02704,Gen-Z Trendseeker,High-Protein,Tier 1
U_B01_02705,Budget Parent,Vegan,Tier 3
U_B01_02706,Premium Gourmet,Luxury,Tier 1
U_B01_02707,Gen-Z Trendseeker,Value-Pack,Tier 2
U_B01_02708,Budget Parent,Sustainable Packaging,Tier 3
U_B01_02709,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B01_02710,Budget Parent,Sustainable Packaging,Tier 2
U_B01_02711,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B01_02712,Budget Parent,Vegan,Tier 2
U_B01_02713,Fitness Enthusiast,Value-Pack,Tier 1
U_B01_02714,Premium Gourmet,Luxury,Tier 3
U_B01_02715,Fitness Enthusiast,Luxury,Tier 2
U_B01_02716,Budget Parent,Value-Pack,Tier 2
U_B01_02717,Premium Gourmet,High-Protein,Tier 3
U_B01_02718,Gen-Z Trendseeker,Vegan,Tier 1
U_B01_02719,Fitness Enthusiast,Vegan,Tier 3
U_B01_02720,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B01_02721,Premium Gourmet,High-Protein,Tier 3
U_B01_02722,Gen-Z Trendseeker,High-Protein,Tier 1
U_B01_02723,Fitness Enthusiast,Luxury,Tier 2
U_B01_02724,Budget Parent,Vegan,Tier 1
U_B01_02725,Gen-Z Trendseeker,Luxury,Tier 1
U_B01_02726,Gen-Z Trendseeker,High-Protein,Tier 1
U_B01_02727,Fitness Enthusiast,Vegan,Tier 3
U_B01_02728,Premium Gourmet,Sustainable Packaging,Tier 1
U_B01_02729,Budget Parent,Luxury,Tier 2
U_B01_02730,Budget Parent,Value-Pack,Tier 2
U_B01_02731,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B01_02732,Gen-Z Trendseeker,High-Protein,Tier 1
U_B01_02733,Budget Parent,High-Protein,Tier 1
U_B01_02734,Fitness Enthusiast,Vegan,Tier 1
U_B01_02735,Gen-Z Trendseeker,High-Protein,Tier 3
U_B01_02736,Budget Parent,Value-Pack,Tier 1
U_B01_02737,Premium Gourmet,Value-Pack,Tier 1
U_B01_02738,Premium Gourmet,Value-Pack,Tier 1
U_B01_02739,Fitness Enthusiast,Vegan,Tier 1
U_B01_02740,Gen-Z Trendseeker,Sustainable Packaging,Tier 1
U_B01_02741,Fitness Enthusiast,Vegan,Tier 1
U_B01_02742,Gen-Z Trendseeker,High-Protein,Tier 3
U_B01_02743,Fitness Enthusiast,Vegan,Tier 2
U_B01_02744,Budget Parent,Value-Pack,Tier 1
U_B01_02745,Fitness Enthusiast,Luxury,Tier 3
U_B01_02746,Fitness Enthusiast,Luxury,Tier 3
U_B01_02747,Budget Parent,High-Protein,Tier 3
U_B01_02748,Premium Gourmet,Luxury,Tier 2
U_B01_02749,Budget Parent,Sustainable Packaging,Tier 3
U_B01_02750,Budget Parent,High-Protein,Tier 1
U_B01_02751,Premium Gourmet,Vegan,Tier 1
U_B01_02752,Budget Parent,Value-Pack,Tier 2
U_B01_02753,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B01_02754,Fitness Enthusiast,High-Protein,Tier 2
U_B01_02755,Gen-Z Trendseeker,Luxury,Tier 2
U_B01_02756,Budget Parent,Vegan,Tier 3
U_B01_02757,Premium Gourmet,High-Protein,Tier 2
U_B01_02758,Premium Gourmet,Sustainable Packaging,Tier 1
U_B01_02759,Gen-Z Trendseeker,Luxury,Tier 2
U_B01_02760,Premium Gourmet,High-Protein,Tier 3
U_B01_02761,Premium Gourmet,Luxury,Tier 1
U_B01_02762,Gen-Z Trendseeker,High-Protein,Tier 3
U_B01_02763,Gen-Z Trendseeker,Luxury,Tier 3
U_B01_02764,Gen-Z Trendseeker,Sustainable Packaging,Tier 2
U_B01_02765,Premium Gourmet,Value-Pack,Tier 2
U_B01_02766,Fitness Enthusiast,Vegan,Tier 2
U_B01_02767,Budget Parent,High-Protein,Tier 1
U_B01_02768,Budget Parent,Sustainable Packaging,Tier 2
U_B01_02769,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B01_02770,Fitness Enthusiast,Vegan,Tier 1
U_B01_02771,Premium Gourmet,Sustainable Packaging,Tier 2
U_B01_02772,Gen-Z Trendseeker,Luxury,Tier 3
U_B01_02773,Budget Parent,Value-Pack,Tier 2
U_B01_02774,Fitness Enthusiast,Luxury,Tier 3
U_B01_02775,Premium Gourmet,Luxury,Tier 2
U_B01_02776,Gen-Z Trendseeker,Sustainable Packaging,Tier 2
U_B01_02777,Fitness Enthusiast,Vegan,Tier 3
U_B01_02778,Premium Gourmet,High-Protein,Tier 2
U_B01_02779,Premium Gourmet,Vegan,Tier 2
U_B01_02780,Budget Parent,Luxury,Tier 1
U_B01_02781,Budget Parent,Value-Pack,Tier 3
U_B01_02782,Gen-Z Trendseeker,High-Protein,Tier 1
U_B01_02783,Fitness Enthusiast,High-Protein,Tier 1
U_B01_02784,Gen-Z Trendseeker,High-Protein,Tier 2
U_B01_02785,Premium Gourmet,High-Protein,Tier 1
U_B01_02786,Premium Gourmet,Value-Pack,Tier 3
U_B01_02787,Fitness Enthusiast,Luxury,Tier 1
U_B01_02788,Gen-Z Trendseeker,High-Protein,Tier 2
U_B01_02789,Budget Parent,Luxury,Tier 2
U_B01_02790,Gen-Z Trendseeker,Luxury,Tier 3
U_B01_02791,Gen-Z Trendseeker,Luxury,Tier 3
U_B01_02792,Premium Gourmet,Value-Pack,Tier 2
U_B01_02793,Fitness Enthusiast,High-Protein,Tier 1
U_B01_02794,Fitness Enthusiast,Luxury,Tier 3
U_B01_02795,Fitness Enthusiast,Value-Pack,Tier 1
U_B01_02796,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B01_02797,Fitness Enthusiast,Vegan,Tier 3
U_B01_02798,Premium Gourmet,Luxury,Tier 2
U_B01_02799,Budget Parent,Value-Pack,Tier 1
U_B01_02800,Budget Parent,Vegan,Tier 3
U_B01_02801,Gen-Z Trendseeker,Sustainable Packaging,Tier 3
U_B01_02802,Premium Gourmet,Luxury,Tier 3
U_B01_02803,Budget Parent,High-Protein,Tier 2
U_B01_02804,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B01_02805,Premium Gourmet,Sustainable Packaging,Tier 1
U_B01_02806,Gen-Z Trendseeker,High-Protein,Tier 3
U_B01_02807,Fitness Enthusiast,Vegan,Tier 1
U_B01_02808,Premium Gourmet,High-Protein,Tier 3
U_B01_02809,Gen-Z Trendseeker,Luxury,Tier 3
U_B01_02810,Budget Parent,Luxury,Tier 1
U_B01_02811,Premium Gourmet,High-Protein,Tier 2
U_B01_02812,Budget Parent,Sustainable Packaging,Tier 2
U_B01_02813,Gen-Z Trendseeker,High-Protein,Tier 2
U_B01_02814,Fitness Enthusiast,High-Protein,Tier 3
U_B01_02815,Gen-Z Trendseeker,High-Protein,Tier 1
U_B01_02816,Budget Parent,Value-Pack,Tier 1
U_B01_02817,Budget Parent,High-Protein,Tier 2
U_B01_02818,Gen-Z Trendseeker,Vegan,Tier 1
U_B01_02819,Premium Gourmet,Value-Pack,Tier 2
U_B01_02820,Premium Gourmet,Value-Pack,Tier 3
U_B01_02821,Fitness Enthusiast,Value-Pack,Tier 1
U_B01_02822,Gen-Z Trendseeker,Vegan,Tier 3
U_B01_02823,Gen-Z Trendseeker,Vegan,Tier 3
U_B01_02824,Premium Gourmet,Luxury,Tier 1
U_B01_02825,Premium Gourmet,Luxury,Tier 1
U_B01_02826,Fitness Enthusiast,High-Protein,Tier 2
U_B01_02827,Fitness Enthusiast,High-Protein,Tier 3
U_B01_02828,Fitness Enthusiast,Vegan,Tier 1
U_B01_02829,Budget Parent,Sustainable Packaging,Tier 2
U_B01_02830,Premium Gourmet,Vegan,Tier 1
U_B01_02831,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B01_02832,Fitness Enthusiast,Luxury,Tier 2
U_B01_02833,Premium Gourmet,Vegan,Tier 1
U_B01_02834,Premium Gourmet,Value-Pack,Tier 3
U_B01_02835,Gen-Z Trendseeker,Luxury,Tier 2
U_B01_02836,Gen-Z Trendseeker,Vegan,Tier 2
U_B01_02837,Premium Gourmet,Vegan,Tier 3
U_B01_02838,Fitness Enthusiast,Value-Pack,Tier 3
U_B01_02839,Budget Parent,Value-Pack,Tier 2
U_B01_02840,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B01_02841,Fitness Enthusiast,Luxury,Tier 2
U_B01_02842,Premium Gourmet,Sustainable Packaging,Tier 2
U_B01_02843,Gen-Z Trendseeker,Value-Pack,Tier 2
U_B01_02844,Budget Parent,Sustainable Packaging,Tier 2
U_B01_02845,Premium Gourmet,Vegan,Tier 2
U_B01_02846,Gen-Z Trendseeker,High-Protein,Tier 3
U_B01_02847,Fitness Enthusiast,High-Protein,Tier 1
U_B01_02848,Budget Parent,Luxury,Tier 2
U_B01_02849,Premium Gourmet,Luxury,Tier 1
U_B01_02850,Gen-Z Trendseeker,Sustainable Packaging,Tier 3
U_B01_02851,Budget Parent,High-Protein,Tier 2
U_B01_02852,Budget Parent,Luxury,Tier 1
U_B01_02853,Budget Parent,Vegan,Tier 1
U_B01_02854,Premium Gourmet,High-Protein,Tier 1
U_B01_02855,Premium Gourmet,High-Protein,Tier 3
U_B01_02856,Gen-Z Trendseeker,Luxury,Tier 3
U_B01_02857,Gen-Z Trendseeker,High-Protein,Tier 1
U_B01_02858,Gen-Z Trendseeker,Luxury,Tier 1
U_B01_02859,Premium Gourmet,Sustainable Packaging,Tier 3
U_B01_02860,Gen-Z Trendseeker,Luxury,Tier 1
U_B01_02861,Fitness Enthusiast,High-Protein,Tier 1
U_B01_02862,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B01_02863,Fitness Enthusiast,Vegan,Tier 3
U_B01_02864,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B01_02865,Premium Gourmet,Vegan,Tier 1
U_B01_02866,Premium Gourmet,Vegan,Tier 3
U_B01_02867,Fitness Enthusiast,High-Protein,Tier 1
U_B01_02868,Premium Gourmet,Sustainable Packaging,Tier 2
U_B01_02869,Premium Gourmet,High-Protein,Tier 3
U_B01_02870,Gen-Z Trendseeker,Luxury,Tier 1
U_B01_02871,Fitness Enthusiast,Luxury,Tier 1
U_B01_02872,Budget Parent,Sustainable Packaging,Tier 2
U_B01_02873,Budget Parent,High-Protein,Tier 3
U_B01_02874,Fitness Enthusiast,Vegan,Tier 2
U_B01_02875,Budget Parent,Vegan,Tier 1
U_B01_02876,Gen-Z Trendseeker,Vegan,Tier 1
U_B01_02877,Premium Gourmet,High-Protein,Tier 2
U_B01_02878,Fitness Enthusiast,High-Protein,Tier 2
U_B01_02879,Fitness Enthusiast,Value-Pack,Tier 1
U_B01_02880,Premium Gourmet,Vegan,Tier 1
U_B01_02881,Premium Gourmet,Sustainable Packaging,Tier 1
U_B01_02882,Gen-Z Trendseeker,Sustainable Packaging,Tier 2
U_B01_02883,Budget Parent,Sustainable Packaging,Tier 2
U_B01_02884,Premium Gourmet,Vegan,Tier 3
U_B01_02885,Budget Parent,Vegan,Tier 2
U_B01_02886,Premium Gourmet,Vegan,Tier 2
U_B01_02887,Gen-Z Trendseeker,Value-Pack,Tier 2
U_B01_02888,Gen-Z Trendseeker,Vegan,Tier 1
U_B01_02889,Premium Gourmet,High-Protein,Tier 2
U_B01_02890,Premium Gourmet,High-Protein,Tier 1
U_B01_02891,Premium Gourmet,Sustainable Packaging,Tier 1
U_B01_02892,Fitness Enthusiast,Value-Pack,Tier 1
U_B01_02893,Budget Parent,Luxury,Tier 2
U_B01_02894,Fitness Enthusiast,Luxury,Tier 2
U_B01_02895,Gen-Z Trendseeker,Vegan,Tier 2
U_B01_02896,Fitness Enthusiast,Value-Pack,Tier 2
U_B01_02897,Premium Gourmet,Vegan,Tier 1
U_B01_02898,Premium Gourmet,Luxury,Tier 2
U_B01_02899,Premium Gourmet,Vegan,Tier 2
U_B01_02900,Fitness Enthusiast,High-Protein,Tier 3
U_B01_02901,Gen-Z Trendseeker,Luxury,Tier 2
U_B01_02902,Gen-Z Trendseeker,Vegan,Tier 1
U_B01_02903,Fitness Enthusiast,Vegan,Tier 3
U_B01_02904,Fitness Enthusiast,Vegan,Tier 3
U_B01_02905,Budget Parent,Value-Pack,Tier 3
U_B01_02906,Gen-Z Trendseeker,Luxury,Tier 1
U_B01_02907,Gen-Z Trendseeker,Vegan,Tier 1
U_B01_02908,Fitness Enthusiast,High-Protein,Tier 3
U_B01_02909,Budget Parent,Vegan,Tier 3
U_B01_02910,Fitness Enthusiast,High-Protein,Tier 1
U_B01_02911,Fitness Enthusiast,Value-Pack,Tier 2
U_B01_02912,Fitness Enthusiast,Luxury,Tier 2
U_B01_02913,Premium Gourmet,Vegan,Tier 2
U_B01_02914,Gen-Z Trendseeker,Vegan,Tier 2
U_B01_02915,Gen-Z Trendseeker,Vegan,Tier 3
U_B01_02916,Fitness Enthusiast,Value-Pack,Tier 1
U_B01_02917,Budget Parent,Sustainable Packaging,Tier 1
U_B01_02918,Fitness Enthusiast,High-Protein,Tier 1
U_B01_02919,Premium Gourmet,Sustainable Packaging,Tier 2
U_B01_02920,Gen-Z Trendseeker,Sustainable Packaging,Tier 1
U_B01_02921,Gen-Z Trendseeker,Vegan,Tier 2
U_B01_02922,Budget Parent,High-Protein,Tier 2
U_B01_02923,Budget Parent,Sustainable Packaging,Tier 2
U_B01_02924,Premium Gourmet,Value-Pack,Tier 3
U_B01_02925,Budget Parent,Luxury,Tier 2
U_B01_02926,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B01_02927,Fitness Enthusiast,Vegan,Tier 1
U_B01_02928,Premium Gourmet,Vegan,Tier 1
U_B01_02929,Gen-Z Trendseeker,Vegan,Tier 3
U_B01_02930,Budget Parent,Value-Pack,Tier 2
U_B01_02931,Budget Parent,Vegan,Tier 1
U_B01_02932,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B01_02933,Fitness Enthusiast,Vegan,Tier 1
U_B01_02934,Budget Parent,Sustainable Packaging,Tier 3
U_B01_02935,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B01_02936,Gen-Z Trendseeker,Sustainable Packaging,Tier 2
U_B01_02937,Fitness Enthusiast,Vegan,Tier 1
U_B01_02938,Fitness Enthusiast,High-Protein,Tier 2
U_B01_02939,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B01_02940,Fitness Enthusiast,Vegan,Tier 2
U_B01_02941,Budget Parent,Sustainable Packaging,Tier 3
U_B01_02942,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B01_02943,Premium Gourmet,Luxury,Tier 3
U_B01_02944,Budget Parent,High-Protein,Tier 1
U_B01_02945,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B01_02946,Budget Parent,Value-Pack,Tier 1
U_B01_02947,Gen-Z Trendseeker,Sustainable Packaging,Tier 1
U_B01_02948,Budget Parent,Sustainable Packaging,Tier 2
U_B01_02949,Fitness Enthusiast,Value-Pack,Tier 3
U_B01_02950,Premium Gourmet,Luxury,Tier 3
U_B01_02951,Gen-Z Trendseeker,Luxury,Tier 1
U_B01_02952,Gen-Z Trendseeker,High-Protein,Tier 2
U_B01_02953,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B01_02954,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B01_02955,Premium Gourmet,Value-Pack,Tier 1
U_B01_02956,Budget Parent,Luxury,Tier 3
U_B01_02957,Budget Parent,Luxury,Tier 3
U_B01_02958,Premium Gourmet,Luxury,Tier 3
U_B01_02959,Premium Gourmet,Value-Pack,Tier 1
U_B01_02960,Budget Parent,Value-Pack,Tier 1
U_B01_02961,Premium Gourmet,Sustainable Packaging,Tier 1
U_B01_02962,Gen-Z Trendseeker,Sustainable Packaging,Tier 1
U_B01_02963,Budget Parent,High-Protein,Tier 2
U_B01_02964,Premium Gourmet,Vegan,Tier 1
U_B01_02965,Premium Gourmet,High-Protein,Tier 1
U_B01_02966,Premium Gourmet,Sustainable Packaging,Tier 1
U_B01_02967,Gen-Z Trendseeker,High-Protein,Tier 1
U_B01_02968,Budget Parent,Value-Pack,Tier 1
U_B01_02969,Fitness Enthusiast,High-Protein,Tier 2
U_B01_02970,Budget Parent,Vegan,Tier 3
U_B01_02971,Fitness Enthusiast,Vegan,Tier 3
U_B01_02972,Fitness Enthusiast,Value-Pack,Tier 3
U_B01_02973,Budget Parent,Luxury,Tier 1
U_B01_02974,Budget Parent,High-Protein,Tier 3
U_B01_02975,Premium Gourmet,Vegan,Tier 2
U_B01_02976,Premium Gourmet,Sustainable Packaging,Tier 3
U_B01_02977,Gen-Z Trendseeker,Value-Pack,Tier 1
U_B01_02978,Fitness Enthusiast,Vegan,Tier 1
U_B01_02979,Premium Gourmet,Vegan,Tier 1
U_B01_02980,Gen-Z Trendseeker,Luxury,Tier 2
U_B01_02981,Budget Parent,Vegan,Tier 2
U_B01_02982,Gen-Z Trendseeker,High-Protein,Tier 3
U_B01_02983,Premium Gourmet,Vegan,Tier 3
U_B01_02984,Premium Gourmet,Value-Pack,Tier 1
U_B01_02985,Budget Parent,Luxury,Tier 2
U_B01_02986,Premium Gourmet,High-Protein,Tier 1
U_B01_02987,Budget Parent,Luxury,Tier 2
U_B01_02988,Gen-Z Trendseeker,Sustainable Packaging,Tier 1
U_B01_02989,Budget Parent,Luxury,Tier 1
U_B01_02990,Budget Parent,Value-Pack,Tier 1
U_B01_02991,Budget Parent,Sustainable Packaging,Tier 2
U_B01_02992,Premium Gourmet,Sustainable Packaging,Tier 3
U_B01_02993,Budget Parent,Sustainable Packaging,Tier 3
U_B01_02994,Gen-Z Trendseeker,High-Protein,Tier 1
U_B01_02995,Premium Gourmet,High-Protein,Tier 3
U_B01_02996,Budget Parent,High-Protein,Tier 3
U_B01_02997,Budget Parent,Vegan,Tier 3
U_B01_02998,Premium Gourmet,Sustainable Packaging,Tier 2
U_B01_02999,Premium Gourmet,Luxury,Tier 2
U_B01_03000,Budget Parent,High-Protein,Tier 3
U_B01_03001,Fitness Enthusiast,Vegan,Tier 1
U_B01_03002,Budget Parent,Vegan,Tier 1
U_B01_03003,Gen-Z Trendseeker,Vegan,Tier 3
U_B01_03004,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B01_03005,Premium Gourmet,Sustainable Packaging,Tier 2
U_B01_03006,Premium Gourmet,Vegan,Tier 1
U_B01_03007,Gen-Z Trendseeker,Luxury,Tier 2
U_B01_03008,Budget Parent,Sustainable Packaging,Tier 3
U_B01_03009,Premium Gourmet,Sustainable Packaging,Tier 2
U_B01_03010,Budget Parent,Sustainable Packaging,Tier 3
U_B01_03011,Gen-Z Trendseeker,Luxury,Tier 1
U_B01_03012,Premium Gourmet,Value-Pack,Tier 2
U_B01_03013,Fitness Enthusiast,Luxury,Tier 1
U_B01_03014,Budget Parent,Vegan,Tier 3
U_B01_03015,Premium Gourmet,Value-Pack,Tier 1
U_B01_03016,Budget Parent,Sustainable Packaging,Tier 2
U_B01_03017,Premium Gourmet,High-Protein,Tier 2
U_B01_03018,Budget Parent,Vegan,Tier 1
U_B01_03019,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B01_03020,Gen-Z Trendseeker,High-Protein,Tier 1
U_B01_03021,Budget Parent,Luxury,Tier 3
U_B01_03022,Fitness Enthusiast,High-Protein,Tier 3
U_B01_03023,Fitness Enthusiast,Value-Pack,Tier 1
U_B01_03024,Budget Parent,High-Protein,Tier 2
U_B01_03025,Gen-Z Trendseeker,Sustainable Packaging,Tier 1
U_B01_03026,Premium Gourmet,Value-Pack,Tier 1
U_B01_03027,Premium Gourmet,High-Protein,Tier 2
U_B01_03028,Premium Gourmet,High-Protein,Tier 2
U_B01_03029,Budget Parent,Vegan,Tier 3
U_B01_03030,Fitness Enthusiast,Luxury,Tier 3
U_B01_03031,Budget Parent,Value-Pack,Tier 3
U_B01_03032,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B01_03033,Premium Gourmet,Value-Pack,Tier 1
U_B01_03034,Budget Parent,Sustainable Packaging,Tier 1
U_B01_03035,Gen-Z Trendseeker,Luxury,Tier 1
U_B01_03036,Budget Parent,Sustainable Packaging,Tier 2
U_B01_03037,Gen-Z Trendseeker,Sustainable Packaging,Tier 1
U_B01_03038,Fitness Enthusiast,Value-Pack,Tier 1
U_B01_03039,Premium Gourmet,Value-Pack,Tier 3
U_B01_03040,Budget Parent,Sustainable Packaging,Tier 2
U_B01_03041,Premium Gourmet,Sustainable Packaging,Tier 1
U_B01_03042,Premium Gourmet,Vegan,Tier 1
U_B01_03043,Gen-Z Trendseeker,Luxury,Tier 2
U_B01_03044,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B01_03045,Premium Gourmet,Luxury,Tier 2
U_B01_03046,Premium Gourmet,Luxury,Tier 3
U_B01_03047,Fitness Enthusiast,Vegan,Tier 1
U_B01_03048,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B01_03049,Budget Parent,Luxury,Tier 2
U_B01_03050,Budget Parent,Value-Pack,Tier 2
U_B01_03051,Fitness Enthusiast,High-Protein,Tier 1
U_B01_03052,Fitness Enthusiast,Vegan,Tier 2
U_B01_03053,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B01_03054,Fitness Enthusiast,Luxury,Tier 3
U_B01_03055,Fitness Enthusiast,High-Protein,Tier 3
U_B01_03056,Gen-Z Trendseeker,Luxury,Tier 3
U_B01_03057,Fitness Enthusiast,Vegan,Tier 2
U_B01_03058,Gen-Z Trendseeker,High-Protein,Tier 1
U_B01_03059,Budget Parent,Sustainable Packaging,Tier 3
U_B01_03060,Fitness Enthusiast,Luxury,Tier 1
U_B01_03061,Premium Gourmet,High-Protein,Tier 1
U_B01_03062,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B01_03063,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B01_03064,Fitness Enthusiast,Value-Pack,Tier 2
U_B01_03065,Fitness Enthusiast,High-Protein,Tier 2
U_B01_03066,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B01_03067,Budget Parent,High-Protein,Tier 2
U_B01_03068,Budget Parent,Value-Pack,Tier 2
U_B01_03069,Budget Parent,Vegan,Tier 1
U_B01_03070,Gen-Z Trendseeker,Vegan,Tier 2
U_B01_03071,Budget Parent,Luxury,Tier 2
U_B01_03072,Premium Gourmet,Vegan,Tier 3
U_B01_03073,Fitness Enthusiast,High-Protein,Tier 2
U_B01_03074,Gen-Z Trendseeker,Vegan,Tier 1
U_B01_03075,Fitness Enthusiast,Vegan,Tier 1
U_B01_03076,Premium Gourmet,Vegan,Tier 2
U_B01_03077,Fitness Enthusiast,Value-Pack,Tier 3
U_B01_03078,Premium Gourmet,Luxury,Tier 1
U_B01_03079,Premium Gourmet,Vegan,Tier 3
U_B01_03080,Budget Parent,Vegan,Tier 1
U_B01_03081,Fitness Enthusiast,High-Protein,Tier 3
U_B01_03082,Premium Gourmet,Vegan,Tier 2
U_B01_03083,Premium Gourmet,Value-Pack,Tier 1
U_B01_03084,Budget Parent,High-Protein,Tier 3
U_B01_03085,Budget Parent,Value-Pack,Tier 3
U_B01_03086,Premium Gourmet,Luxury,Tier 1
U_B01_03087,Premium Gourmet,Value-Pack,Tier 1
U_B01_03088,Budget Parent,Vegan,Tier 3
U_B01_03089,Premium Gourmet,High-Protein,Tier 1
U_B01_03090,Budget Parent,Sustainable Packaging,Tier 1
U_B01_03091,Gen-Z Trendseeker,Value-Pack,Tier 1
U_B01_03092,Premium Gourmet,Sustainable Packaging,Tier 1
U_B01_03093,Budget Parent,Vegan,Tier 3
U_B01_03094,Budget Parent,Value-Pack,Tier 3
U_B01_03095,Premium Gourmet,High-Protein,Tier 1
U_B01_03096,Budget Parent,Value-Pack,Tier 1
U_B01_03097,Gen-Z Trendseeker,Luxury,Tier 3
U_B01_03098,Gen-Z Trendseeker,Sustainable Packaging,Tier 1
U_B01_03099,Gen-Z Trendseeker,Vegan,Tier 2
U_B01_03100,Fitness Enthusiast,Luxury,Tier 3
U_B01_03101,Budget Parent,Luxury,Tier 1
U_B01_03102,Premium Gourmet,Luxury,Tier 2
U_B01_03103,Fitness Enthusiast,High-Protein,Tier 3
U_B01_03104,Budget Parent,Value-Pack,Tier 2
U_B01_03105,Gen-Z Trendseeker,Sustainable Packaging,Tier 1
U_B01_03106,Budget Parent,Luxury,Tier 1
U_B01_03107,Fitness Enthusiast,Vegan,Tier 3
U_B01_03108,Premium Gourmet,Luxury,Tier 3
U_B01_03109,Budget Parent,Sustainable Packaging,Tier 1
U_B01_03110,Premium Gourmet,High-Protein,Tier 2
U_B01_03111,Premium Gourmet,Sustainable Packaging,Tier 2
U_B01_03112,Gen-Z Trendseeker,Sustainable Packaging,Tier 2
U_B01_03113,Budget Parent,Vegan,Tier 1
U_B01_03114,Premium Gourmet,Sustainable Packaging,Tier 3
U_B01_03115,Fitness Enthusiast,Value-Pack,Tier 1
U_B01_03116,Fitness Enthusiast,Luxury,Tier 1
U_B01_03117,Gen-Z Trendseeker,High-Protein,Tier 3
U_B01_03118,Fitness Enthusiast,High-Protein,Tier 1
U_B01_03119,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B01_03120,Premium Gourmet,Luxury,Tier 2
U_B01_03121,Budget Parent,Sustainable Packaging,Tier 3
U_B01_03122,Premium Gourmet,Sustainable Packaging,Tier 1
U_B01_03123,Gen-Z Trendseeker,Luxury,Tier 2
U_B01_03124,Budget Parent,High-Protein,Tier 3
U_B01_03125,Budget Parent,Value-Pack,Tier 2
U_B01_03126,Fitness Enthusiast,Luxury,Tier 1
U_B01_03127,Fitness Enthusiast,Luxury,Tier 2
U_B01_03128,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B01_03129,Gen-Z Trendseeker,Vegan,Tier 3
U_B01_03130,Gen-Z Trendseeker,High-Protein,Tier 2
U_B01_03131,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B01_03132,Fitness Enthusiast,Vegan,Tier 3
U_B01_03133,Premium Gourmet,High-Protein,Tier 3
U_B01_03134,Budget Parent,Sustainable Packaging,Tier 3
U_B01_03135,Premium Gourmet,Vegan,Tier 3
U_B01_03136,Budget Parent,Luxury,Tier 2
U_B01_03137,Fitness Enthusiast,Vegan,Tier 2
U_B01_03138,Premium Gourmet,Sustainable Packaging,Tier 2
